工作时长,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
395,,,,,,,,,,,
394,,,,,,,,,,,
394,,,,,,,,,,,
393,,,,,,,,,,,
392,,,,,,,,,,,
392,,,,,,,,,,,
392,,,,,,,,,,,
392,,,,,,,,,,,
391,,,,,,,,,,,
391,,,,,,,,,,,
391,,,,,,,,,,,
391,,,,,,,,,,,
391,,,,,,,,,,,
391,,,,,,,,,,,
391,,,,,,,,,,,
390,,,,,,,,,,,
390,,,,,,,,,,,
390,,,,,,,,,,,
390,,,,,,,,,,,
390,,,,,,,,,,,
389,,,,,,,,,,,
389,,,,,,,,,,,
389,,,,,,,,,,,
388,,,,,,,,,,,
386,,,,,,,,,,,
384,,,,,,,,,,,
384,,,,,,,,,,,
383,,,,,,,,,,,
376,,,,,,,,,,,
376,,,,,,,,,,,
375,,,,,,,,,,,
374,,,,,,,,,,,
371,,,,,,,,,,,
370,,,,,,,,,,,
369,,,,,,,,,,,
369,,,,,,,,,,,
360,,,,,,,,,,,
360,,,,,,,,,,,
354,,,,,,,,,,,
350,,,,,,,,,,,
349,,,,,,,,,,,
349,,,,,,,,,,,
349,,,,,,,,,,,
349,,,,,,,,,,,
348,,,,,,,,,,,
348,,,,,,,,,,,
348,,,,,,,,,,,
347,,,,,,,,,,,
347,,,,,,,,,,,
346,,,,,,,,,,,
346,,,,,,,,,,,
344,,,,,,,,,,,
343,,,,,,,,,,,
343,,,,,,,,,,,
343,,,,,,,,,,,
342,,,,,,,,,,,
342,,,,,,,,,,,
341,,,,,,,,,,,
341,,,,,,,,,,,
339,,,,,,,,,,,
339,,,,,,,,,,,
339,,,,,,,,,,,
339,,,,,,,,,,,
339,,,,,,,,,,,
337,,,,,,,,,,,
337,,,,,,,,,,,
336,,,,,,,,,,,
336,,,,,,,,,,,
334,,,,,,,,,,,
334,,,,,,,,,,,
333,,,,,,,,,,,
333,,,,,,,,,,,
333,,,,,,,,,,,
332,,,,,,,,,,,
331,,,,,,,,,,,
330,,,,,,,,,,,
329,,,,,,,,,,,
329,,,,,,,,,,,
329,,,,,,,,,,,
329,,,,,,,,,,,
329,,,,,,,,,,,
328,,,,,,,,,,,
328,,,,,,,,,,,
327,,,,,,,,,,,
326,,,,,,,,,,,
325,,,,,,,,,,,
325,,,,,,,,,,,
320,,,,,,,,,,,
319,,,,,,,,,,,
317,,,,,,,,,,,
315,,,,,,,,,,,
313,,,,,,,,,,,
310,,,,,,,,,,,
305,,,,,,,,,,,
300,,,,,,,,,,,
297,,,,,,,,,,,
296,,,,,,,,,,,
295,,,,,,,,,,,
295,,,,,,,,,,,
292,,,,,,,,,,,
292,,,,,,,,,,,
292,,,,,,,,,,,
285,,,,,,,,,,,
281,,,,,,,,,,,
277,,,,,,,,,,,
273,,,,,,,,,,,
272,,,,,,,,,,,
270,,,,,,,,,,,
270,,,,,,,,,,,
270,,,,,,,,,,,
270,,,,,,,,,,,
270,,,,,,,,,,,
269,,,,,,,,,,,
269,,,,,,,,,,,
269,,,,,,,,,,,
269,,,,,,,,,,,
267,,,,,,,,,,,
265,,,,,,,,,,,
265,,,,,,,,,,,
265,,,,,,,,,,,
265,,,,,,,,,,,
265,,,,,,,,,,,
265,,,,,,,,,,,
263,,,,,,,,,,,
263,,,,,,,,,,,
263,,,,,,,,,,,
263,,,,,,,,,,,
263,,,,,,,,,,,
263,,,,,,,,,,,
258,,,,,,,,,,,
257,,,,,,,,,,,
257,,,,,,,,,,,
257,,,,,,,,,,,
257,,,,,,,,,,,
257,,,,,,,,,,,
257,,,,,,,,,,,
257,,,,,,,,,,,
256,,,,,,,,,,,
256,,,,,,,,,,,
256,,,,,,,,,,,
256,,,,,,,,,,,
255,,,,,,,,,,,
250,,,,,,,,,,,
244,,,,,,,,,,,
244,,,,,,,,,,,
224,,,,,,,,,,,
218,,,,,,,,,,,
217,,,,,,,,,,,
216,,,,,,,,,,,
216,,,,,,,,,,,
216,,,,,,,,,,,
216,,,,,,,,,,,
216,,,,,,,,,,,
216,,,,,,,,,,,
216,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
215,,,,,,,,,,,
209,,,,,,,,,,,
209,,,,,,,,,,,
209,,,,,,,,,,,
209,,,,,,,,,,,
208,,,,,,,,,,,
207,,,,,,,,,,,
207,,,,,,,,,,,
207,,,,,,,,,,,
202,,,,,,,,,,,
202,,,,,,,,,,,
201,,,,,,,,,,,
200,,,,,,,,,,,
198,,,,,,,,,,,
198,,,,,,,,,,,
198,,,,,,,,,,,
198,,,,,,,,,,,
197,,,,,,,,,,,
196,,,,,,,,,,,
196,,,,,,,,,,,
193,,,,,,,,,,,
191,,,,,,,,,,,
189,,,,,,,,,,,
188,,,,,,,,,,,
187,,,,,,,,,,,
186,,,,,,,,,,,
182,,,,,,,,,,,
182,,,,,,,,,,,
181,,,,,,,,,,,
181,,,,,,,,,,,
180,,,,,,,,,,,
178,,,,,,,,,,,
175,,,,,,,,,,,
169,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
168,,,,,,,,,,,
166,,,,,,,,,,,
166,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
165,,,,,,,,,,,
164,,,,,,,,,,,
162,,,,,,,,,,,
161,,,,,,,,,,,
161,,,,,,,,,,,
160,,,,,,,,,,,
159,,,,,,,,,,,
159,,,,,,,,,,,
159,,,,,,,,,,,
158,,,,,,,,,,,
158,,,,,,,,,,,
158,,,,,,,,,,,
157,,,,,,,,,,,
157,,,,,,,,,,,
154,,,,,,,,,,,
154,,,,,,,,,,,
153,,,,,,,,,,,
149,,,,,,,,,,,
148,,,,,,,,,,,
146,,,,,,,,,,,
146,,,,,,,,,,,
146,,,,,,,,,,,
146,,,,,,,,,,,
146,,,,,,,,,,,
145,,,,,,,,,,,
145,,,,,,,,,,,
144,,,,,,,,,,,
144,,,,,,,,,,,
144,,,,,,,,,,,
143,,,,,,,,,,,
142,,,,,,,,,,,
137,,,,,,,,,,,
137,,,,,,,,,,,
136,,,,,,,,,,,
130,,,,,,,,,,,
128,,,,,,,,,,,
127,,,,,,,,,,,
116,,,,,,,,,,,
115,,,,,,,,,,,
115,,,,,,,,,,,
114,,,,,,,,,,,
112,,,,,,,,,,,
112,,,,,,,,,,,
111,,,,,,,,,,,
110,,,,,,,,,,,
110,,,,,,,,,,,
110,,,,,,,,,,,
110,,,,,,,,,,,
109,,,,,,,,,,,
109,,,,,,,,,,,
108,,,,,,,,,,,
108,,,,,,,,,,,
108,,,,,,,,,,,
108,,,,,,,,,,,
108,,,,,,,,,,,
106,,,,,,,,,,,
104,,,,,,,,,,,
104,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
103,,,,,,,,,,,
101,,,,,,,,,,,
101,,,,,,,,,,,
101,,,,,,,,,,,
101,,,,,,,,,,,
101,,,,,,,,,,,
98,,,,,,,,,,,
98,,,,,,,,,,,
98,,,,,,,,,,,
97,,,,,,,,,,,
97,,,,,,,,,,,
97,,,,,,,,,,,
97,,,,,,,,,,,
95,,,,,,,,,,,
95,,,,,,,,,,,
85,,,,,,,,,,,
83,,,,,,,,,,,
82,,,,,,,,,,,
82,,,,,,,,,,,
81,,,,,,,,,,,
79,,,,,,,,,,,
79,,,,,,,,,,,
79,,,,,,,,,,,
79,,,,,,,,,,,
79,,,,,,,,,,,
78,,,,,,,,,,,
76,,,,,,,,,,,
68,,,,,,,,,,,
68,,,,,,,,,,,
68,,,,,,,,,,,
68,,,,,,,,,,,
68,,,,,,,,,,,
67,,,,,,,,,,,
67,,,,,,,,,,,
67,,,,,,,,,,,
67,,,,,,,,,,,
67,,,,,,,,,,,
63,,,,,,,,,,,
60,,,,,,,,,,,
60,,,,,,,,,,,
60,,,,,,,,,,,
60,,,,,,,,,,,
56,,,,,,,,,,,
55,,,,,,,,,,,
55,,,,,,,,,,,
53,,,,,,,,,,,
52,,,,,,,,,,,
52,,,,,,,,,,,
50,,,,,,,,,,,
45,,,,,,,,,,,
45,,,,,,,,,,,
44,,,,,,,,,,,
44,,,,,,,,,,,
44,,,,,,,,,,,
40,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
32,,,,,,,,,,,
31,,,,,,,,,,,
30,,,,,,,,,,,
28,,,,,,,,,,,
28,,,,,,,,,,,
28,,,,,,,,,,,
28,,,,,,,,,,,
27,,,,,,,,,,,
27,,,,,,,,,,,
27,,,,,,,,,,,
27,,,,,,,,,,,
27,,,,,,,,,,,
26,,,,,,,,,,,
26,,,,,,,,,,,
26,,,,,,,,,,,
23,,,,,,,,,,,
23,,,,,,,,,,,
23,,,,,,,,,,,
23,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
11,,,,,,,,,,,
11,,,,,,,,,,,
10,,,,,,,,,,,
10,,,,,,,,,,,
10,,,,,,,,,,,
10,,,,,,,,,,,
7,,,,,,,,,,,
7,,,,,,,,,,,
5,,,,,,,,,,,
5,,,,,,,,,,,
5,,,,,,,,,,,
3,,,,,,,,,,,
3,,,,,,,,,,,
